chr3	65166887	65189725	0
chr3	65166887	65189725	0
chr3	65166887	65189725	MAGI1
chr3	65166887	65189725	0
chr2	203838963	203861891	CYP20A1
chr2	203838963	203861891	0
chr2	203838963	203861891	0
chr2	203838963	203861891	0
chr1	167493526	167513579	0
chr1	167493526	167513579	0
chr1	167493526	167513579	0
chr1	167493526	167513579	F5
chr2	97223560	97256534	0
chr2	97223560	97256534	0
chr2	97223560	97256534	CNNM4
chr2	97223560	97256534	0
chr2	230753494	230824034	0
chr2	230753494	230824034	SP110
chr2	230753494	230824034	0
chr2	230753494	230824034	0
chr6	31390756	31408775	 4
chr6	31390756	31408775	18019
chr6	31390756	31408775	0
chr6	31390756	31408775	0
chr14	18520261	19493705	0
chr14	18520261	19493705	0
chr14	18520261	19493705	0
chr14	18520261	19493705	CCNB1IP1
chr21	43647907	43661983	0
chr21	43647907	43661983	0
chr21	43647907	43661983	PKNOX1
chr21	43647907	43661983	0
chr6	31385967	31402666	0
chr6	31385967	31402666	0
chr6	31385967	31402666	0
chr6	31385967	31402666	PSORS1C1
chr11	5741599	5755246	0
chr11	5741599	5755246	0
chr11	5741599	5755246	OR52D1
chr11	5741599	5755246	0
chr6	32563460	32593190	29730
chr6	32563460	32593190	0
chr6	32563460	32593190	0
chr6	32563460	32593190	PBX2
chr6	32738473	32739978	0
chr6	32738473	32739978	0
chr6	32738473	32739978	PBX2
chr6	32738473	32739978	0
chr17	31462326	31533533	71207
chr17	31462326	31533533	0
chr17	31462326	31533533	0
chr17	31462326	31533533	0
chr1	150828032	150850302	0
chr1	150828032	150850302	0
chr1	150828032	150850302	0
chr1	150828032	150850302	CRNN
chr1	167493526	167507362	0
chr1	167493526	167507362	0
chr1	167493526	167507362	F5
chr1	167493526	167507362	0
chr6	32563460	32597079	0
chr6	32563460	32597079	0
chr6	32563460	32597079	TAP2
chr6	32563460	32597079	0
chr10	58185524	58190329	0
chr10	58185524	58190329	0
chr10	58185524	58190329	ZWINT
chr10	58185524	58190329	0
chr17	41781186	41936430	0
chr17	41781186	41936430	0
chr17	41781186	41936430	GOSR2
chr17	41781186	41936430	0
chr17	42021229	42137359	0
chr17	42021229	42137359	0
chr17	42021229	42137359	GOSR2
chr17	42021229	42137359	0
chr19	47997996	48205499	0
chr19	47997996	48205499	0
chr19	47997996	48205499	CEACAM1
chr19	47997996	48205499	0
chr19	58210559	58244108	0
chr19	58210559	58244108	0
chr19	58210559	58244108	0
chr19	58210559	58244108	ZNF137
chr2	44320603	44321576	0
chr2	44320603	44321576	PPM1B
chr2	44320603	44321576	ABCG5
chr2	44320603	44321576	DYNC2LI1
chr5	140206092	140223934	0
chr5	140206092	140223934	0
chr5	140206092	140223934	ME1
chr5	140206092	140223934	TAF7
chr5	151495149	151499003	0
chr5	151495149	151499003	0
chr5	151495149	151499003	G3BP1
chr5	151495149	151499003	0
chr6	31388080	31405690	0
chr6	31388080	31405690	0
chr6	31388080	31405690	HSPA1A
chr6	31388080	31405690	HSPA1B
chr6	32703606	32707154	0
chr6	32703606	32707154	0
chr6	32703606	32707154	PSMB9
chr6	32703606	32707154	BRD2
chr1	25461733	25519520	0
chr1	25461733	25519520	0
chr1	25461733	25519520	0
chr1	25461733	25519520	SEPN1
chr11	92663030	92668588	0
chr11	92663030	92668588	0
chr11	92663030	92668588	0
chr11	92663030	92668588	SLC36A4
chr12	9526879	9616735	0
chr12	9526879	9616735	0
chr12	9526879	9616735	0
chr12	9526879	9616735	CD69
chr15	18592596	20093116	0
chr15	18592596	20093116	0
chr15	18592596	20093116	NIPA2
chr15	18592596	20093116	0
chr15	21006436	21065361	58925
chr15	21006436	21065361	0
chr15	21006436	21065361	0
chr15	21006436	21065361	NIPA2
chr18	828216	842562	0
chr18	828216	842562	0
chr18	828216	842562	TYMS
chr18	828216	842562	0
chr19	10797814	10816925	0
chr19	10797814	10816925	TMED1
chr19	10797814	10816925	KEAP1
chr19	10797814	10816925	CARM1
chr19	46073341	46073380	0
chr19	46073341	46073380	0
chr19	46073341	46073380	0
